avanço;4;6;9;3;4;20
avaliação;9;7;16;3;12;3
apreensão;1;13;1;1;1;1
vieira;9;44;0;0;0;0
via;1;20;5;10;4;4
suspender;16;4;1;1;3;16
sessão;11;0;1;3;29;0
produzir;4;4;8;9;0;7
modo;10;5;19;3;1;6
material;4;13;4;2;1;6
mantega;0;52;0;0;0;0
justificar;15;9;14;7;4;3
iniciativa;5;4;9;4;6;6
doria;1;0;10;11;23;0
assessor;0;17;4;2;7;15
adotar;4;3;6;2;9;24
acidente;0;1;0;17;2;4
universidade;2;0;20;2;3;10
time;0;1;28;9;1;13
site;0;12;1;17;2;3
simples;4;3;17;11;7;2
recente;7;1;7;4;16;14
putin;0;0;2;0;0;55
presença;3;4;9;4;4;13
pedro;19;22;2;0;7;0
exercer;16;5;9;1;7;5
educação;2;1;15;8;3;0
década;2;7;5;5;0;15
crescer;0;1;4;5;9;5
andar;0;2;2;21;7;0
teixeira;12;2;0;3;1;0
suspeita;4;28;3;1;3;5
silêncio;3;37;4;3;0;3
promover;4;3;12;6;4;8
limite;2;3;10;14;8;8
golpe;4;4;20;8;4;5
força_tarefa;16;14;6;2;1;0
fogo;0;1;4;3;1;28
ex_governador;24;18;0;1;9;0
corrupto;5;13;8;15;3;1
compromisso;0;13;14;1;6;3
completar;10;5;2;18;7;11
coletivo;4;1;11;7;3;10
causar;3;6;11;5;6;10
trabalhista;1;0;0;1;42;2
seul;0;0;0;0;0;54
repassar;0;43;1;0;1;0
passo;3;2;20;5;5;14
observar;6;8;8;1;1;19
obama;1;0;14;3;2;26
irregularidade;8;28;0;3;1;0
inteligência;0;1;13;3;0;15
general;0;3;8;5;3;21
fundamental;5;4;29;2;4;4
exportação;0;13;0;0;1;3
evento;9;5;8;5;6;6
europa;0;2;20;11;1;8
emenda;0;0;5;0;41;0
dívida;1;13;2;1;8;1
diferença;0;3;15;2;4;6
construtor;5;26;0;0;0;0
cassar;23;16;2;2;3;0
autorização;13;12;0;3;0;2
alves;3;32;0;0;2;0
temer;1;7;10;10;9;12
sucesso;0;4;5;11;2;27
preço;0;6;5;6;0;7
pressão;1;1;8;5;10;25
perigoso;1;5;8;8;5;16
nível;0;2;11;9;3;10
mônica;2;44;0;0;0;0
mar;0;0;1;6;0;35
liderança;1;0;22;0;8;14
direção;2;2;10;4;5;20
coreano;0;0;0;0;0;55
comentário;4;2;4;9;3;10
colega;1;0;6;10;14;6
terminar;3;2;7;7;6;6
positivo;3;1;8;10;11;11
pertencer;12;4;2;2;1;1
paz;1;1;8;10;2;25
padilha;2;7;2;4;21;0
lúcio;3;47;0;3;0;0
institucional;2;16;17;2;9;0
espaço;2;3;13;5;13;4
custo;0;14;4;4;1;3
comprovar;15;19;3;2;1;1
aurélio;0;0;4;5;3;0
assegurar;3;4;21;1;2;8
âmbito;7;25;2;2;1;0
transformar;11;3;15;5;8;5
taxa;0;4;1;0;2;2
origem;7;22;10;2;1;2
mídia;7;4;7;5;4;17
jogo;1;4;7;8;5;18
indício;12;20;0;2;0;4
gasto;2;7;2;5;20;1
duro;0;3;10;8;8;17
crescimento;0;1;1;0;7;3
convocar;2;2;6;2;9;7
assistir;8;7;3;21;3;0
aeronave;1;8;2;7;0;12
york;4;7;16;1;0;16
voo;1;4;1;7;2;16
viagem;4;2;5;9;8;11
verdadeiro;7;7;12;9;1;7
trf;46;1;0;1;0;0
testemunha;10;14;2;3;1;1
teoria;1;1;27;2;2;8
sítio;2;7;0;4;1;2
prefeitura;2;3;2;5;14;0
posse;2;5;5;1;7;7
moral;17;1;8;15;4;0
iniciar;12;5;6;0;1;11
impacto;2;4;1;1;9;10
guido;0;46;0;1;0;0
fórum;1;0;4;2;9;3
embaixador;1;4;1;4;0;32
conferir;3;5;2;22;1;6
comercial;0;3;6;4;1;24
atribuir;7;9;5;10;1;7
administrativo;7;19;12;2;0;0
zavascki;2;0;0;4;0;0
versão;4;13;1;2;5;5
transferência;20;10;1;1;3;1
terreno;0;3;2;1;1;2
rádio;1;4;1;7;20;3
propriedade;3;2;3;1;1;2
propor;2;6;10;8;3;2
porta_aviões;0;0;0;0;0;46
pior;1;1;13;14;8;5
peça;7;9;3;13;2;3
parar;1;8;2;20;1;9
mãe;1;5;2;31;0;2
mello;1;3;1;3;2;0
mala;2;27;0;0;0;1
japonês;1;2;0;1;1;43
indicação;4;16;1;1;10;1
habeas;45;1;0;0;0;0
fraco;0;35;3;2;0;0
formar;5;8;5;12;6;3
estratégico;0;3;2;1;3;35
afastar;6;4;10;0;8;6
áudio;6;29;0;6;0;0
rejeitar;15;2;2;1;11;5
proteger;0;4;6;7;7;21
prerrogativa;10;0;5;2;10;0
preocupado;1;10;13;9;7;4
pec;1;0;1;2;37;0
morador;0;1;9;11;1;2
modelo;1;5;13;7;4;5
matéria;6;8;2;14;11;2
marqueteiro;0;46;0;0;0;0
jovem;0;2;6;24;4;4
indústria;3;5;1;2;3;3
entidade;6;8;5;0;0;4
entendimento;26;0;7;2;6;3
determinado;14;5;11;0;3;2
criação;3;8;9;0;10;2
construção;0;12;4;2;4;4
constitucional;1;1;27;0;13;1
cenário;1;1;14;5;14;8
américa;0;5;14;3;0;18
ambiente;1;0;18;4;5;2
vara;33;9;2;0;0;0
punição;12;3;4;8;9;6
multa;14;21;5;1;1;0
léo;4;5;0;0;1;0
juízo;32;7;1;3;1;0
hospital;2;4;5;9;2;1
escândalo;1;14;13;2;3;1
escola;0;2;10;8;1;1
droga;1;2;5;8;1;2
divulgação;7;15;2;0;5;3
dirigir;4;4;10;11;3;5
correr;7;0;3;11;4;5
corpus;44;1;0;0;0;0
ciro;2;3;3;0;33;0
bernardo;3;16;0;1;0;0
atitude;2;1;14;10;6;10
regional;8;7;5;0;3;10
perda;2;1;5;3;8;4
oportunidade;4;2;3;16;4;1
mensalão;17;6;5;5;5;0
expor;4;4;16;4;3;3
encaminhar;9;3;3;4;8;2
derrubar;0;3;8;0;3;7
comunidade;0;0;5;6;1;16
completo;3;12;11;3;3;5
carl;0;0;1;1;0;44
bandido;2;13;6;16;0;0
ativo;16;6;4;1;1;9
terça;5;3;0;0;13;3
relato;1;23;3;5;3;2
rei;3;19;3;5;0;0
procuradoria_geral;2;18;2;1;3;0
máximo;5;2;6;7;6;11
matar;1;1;4;6;3;22
ligado;5;12;3;2;3;2
indevido;9;32;0;0;0;0
identificar;3;10;0;8;5;5
franco;0;12;0;3;13;1
execução;38;1;4;0;1;0
eunício;0;4;0;2;32;0
desviar;5;21;4;1;3;4
criança;3;0;3;14;0;9
crer;5;2;24;4;3;2
conter;3;11;4;3;3;15
certeza;3;5;15;11;2;3
celso;4;4;2;2;4;0
auto;22;11;1;2;0;0
alertar;0;5;2;4;3;23
vizinho;0;0;1;3;1;19
vinson;0;0;0;0;0;44
tropa;1;1;2;3;2;26
trocar;0;17;0;6;2;3
the;3;1;14;4;1;18
suíço;0;33;1;1;2;0
surgir;2;3;27;1;3;6
seguida;8;2;5;1;6;7
repasse;2;28;1;0;0;0
reagir;4;4;4;7;2;18
queda;3;1;4;14;0;2
ptb;3;2;1;12;13;0
procedimento;11;4;2;6;2;0
princípio;9;0;24;0;3;5
perrella;0;16;3;6;0;0
negativo;6;9;6;6;1;8
moreira;3;9;0;1;10;0
medo;2;3;4;12;3;7
jogar;0;6;12;11;2;1
favorável;5;5;1;1;24;3
estimar;3;9;2;1;0;7
dividir;0;7;14;3;10;4
disposição;8;20;3;6;0;5
código;22;4;7;3;3;1
conteúdo;6;22;6;1;3;0
constar;6;20;2;2;1;0
cabeça;0;7;2;15;5;4
vivo;4;12;3;14;1;1
visão;3;2;18;4;4;4
veículo;2;5;2;1;1;12
terra;0;0;3;11;1;11
punir;6;0;19;3;6;4
presídio;15;4;0;2;3;0
prejudicar;6;3;3;6;7;9
mesa;4;3;4;5;9;15
liberar;2;19;1;2;2;3
familiar;6;11;6;2;1;2
erro;1;3;15;5;8;5
episódio;4;11;12;5;1;1
emitir;8;5;3;0;3;9
decreto;3;2;3;0;29;0
concessão;15;6;2;0;3;2
antônio;5;28;1;0;2;0
alerta;1;4;2;3;3;21
alegação;26;9;1;1;0;3
adquirir;2;6;2;2;1;3
zanin;29;6;0;2;0;0
virar;2;12;6;12;2;0
sustentar;10;5;4;4;0;2
recibo;8;8;0;1;0;0
qualidade;1;4;8;6;0;1
ouvido;9;14;1;7;6;3
italiano;1;22;8;4;1;0
internet;3;5;15;8;4;2
fácil;0;2;9;18;6;1
faltar;4;12;5;12;5;0
esposo;5;6;1;9;2;1
elemento;10;2;12;3;1;4
doleiro;0;38;0;1;0;0
distrito;6;2;0;1;12;1
defensor;17;4;6;1;8;2
colaborar;2;27;6;0;1;0
cobrar;1;6;3;8;4;2
cassação;28;2;1;2;5;0
uss;0;0;0;0;0;37
residência;2;15;0;0;0;0
receita;4;8;2;2;1;0
provável;3;4;2;5;6;15
obrigar;7;4;8;9;0;4
legislação;7;8;10;0;8;0
escolha;3;3;10;3;6;4
eleitor;0;1;7;15;13;0
disputar;5;1;0;3;31;0
conduta;16;7;6;4;4;0
bancário;0;22;2;0;0;1
aposentadoria;5;2;2;2;12;1
verificar;14;7;2;7;1;3
torno;3;6;2;4;6;9
tillerson;0;0;0;1;0;39
suspensão;23;2;0;0;6;3
subir;1;2;5;6;5;7
serra;0;13;1;5;11;0
respeitar;1;0;13;10;2;4
pobre;0;0;5;16;1;2
perceber;3;1;5;21;4;4
partidário;5;3;7;4;12;0
norte_coreanos;0;0;0;1;0;41
norma;1;3;4;3;7;10
nobre;0;7;2;5;22;0
município;2;1;0;3;4;0
municipal;1;3;1;1;15;0
idade;1;0;1;15;7;4
histórico;3;0;19;1;3;6
hipótese;10;2;6;2;14;0
fronteira;1;1;7;3;0;27
externo;3;3;16;2;3;6
entrega;2;23;2;2;0;1
ditador;0;1;1;3;0;33
df;6;4;4;2;9;0
dano;20;5;3;3;2;4
circunstância;6;3;10;4;6;7
chance;2;3;3;4;13;9
br;0;4;6;11;3;0
barroso;8;0;0;1;5;0
autor;10;0;12;2;3;5
vice;4;2;5;4;18;1
velho;1;8;4;17;3;2
reiterar;4;8;4;2;1;14
página;6;12;6;10;0;1
provar;7;11;6;1;1;2
protocolar;17;9;0;2;4;0
pronunciamento;0;10;6;3;8;1
posto;2;3;1;7;7;4
pleno;5;2;13;2;2;10
planejar;3;1;3;4;1;25
operador;0;32;0;0;0;1
lutar;1;0;7;15;3;9
integrar;9;8;3;2;6;0
importar;1;1;8;3;1;7
expectativa;2;4;7;3;3;2
ex_diretor;1;32;1;0;0;0
dirigente;4;13;2;2;5;5
deus;1;1;7;18;4;4
casal;7;20;0;2;0;0
carro;2;3;2;6;2;2
bastar;7;2;2;20;4;3
apuração;13;8;6;2;1;0
alcançar;1;1;4;2;2;20
absolver;31;4;1;0;1;0
viajar;0;3;8;13;0;6
técnico;3;6;3;4;4;3
sério;3;0;14;4;1;6
século;0;0;28;1;0;0
sindical;0;2;4;3;4;0
sigla;0;4;3;2;12;12
repetir;1;5;10;10;6;2
praça;0;3;3;3;2;1
pmdb_rj;4;27;2;0;1;0
planejamento;2;5;4;0;5;0
paulista;4;3;2;0;6;0
organizar;2;3;11;5;8;1
norte_americano;0;2;2;1;1;33
moção;0;0;2;1;15;0
mentira;1;9;2;16;2;1
localizar;2;13;4;0;0;8
ligação;0;19;1;3;2;1
levantar;0;7;4;10;6;3
errado;0;4;7;19;4;2
entrada;2;2;3;1;3;2
emilio;2;33;0;1;0;0
descobrir;1;13;7;12;0;1
cristiano;30;5;0;1;0;0
comparar;4;5;6;6;5;2
castro;3;3;1;4;3;1
caro;0;5;1;16;6;1
bloqueio;10;12;1;0;1;1
analista;0;1;5;2;0;28
wesley;0;33;0;1;0;0
venezuela;0;0;7;24;2;0
republicano;1;3;14;2;5;9
renda;2;4;0;2;1;1
relacionar;4;6;2;1;5;2
reação;3;2;12;4;5;11
pasta;1;9;3;4;3;0
morar;2;3;1;14;1;0
mencionar;5;16;2;3;0;6
martins;26;4;0;2;2;0
legenda;5;7;1;1;20;1
instalação;0;0;1;0;0;11
indicado;0;19;1;4;6;1
grosso;0;12;2;1;0;0
friboi;1;25;2;2;0;0
frederico;5;16;0;2;0;0
frança;0;5;9;0;3;16
ex_assessor;1;13;0;0;0;2
envolvimento;6;16;1;2;0;3
curso;3;1;10;2;2;2
contribuir;3;5;9;7;0;0
combater;2;3;12;3;3;7
cliente;7;17;0;1;3;0
asiático;0;2;0;1;0;31
alegre;18;0;3;0;1;0
afirmação;5;13;3;2;1;4
absoluto;5;9;7;3;3;4
transferir;8;9;2;0;1;2
tom;5;3;2;5;6;14
tiro;0;0;4;7;4;4
submarino;0;1;2;2;0;28
redução;4;4;4;0;6;1
realização;3;6;2;1;12;3
realidade;3;2;18;4;1;5
pronunciar;8;11;1;1;8;2
planilha;0;32;0;0;1;0
ordenar;4;0;2;2;1;21
norte_coreana;0;1;0;0;0;37
marinho;4;0;3;2;4;21
liderar;0;3;3;0;8;14
interrogatório;21;7;1;0;0;0
insistir;5;2;5;2;5;14
inimigo;2;1;8;3;1;19
imaginar;2;1;5;15;1;3
igual;1;0;13;14;3;3
gomes;3;2;2;1;23;0
francisco;4;7;1;14;1;0
financiar;1;16;4;6;1;1
específico;4;8;6;5;2;4
esforço;1;0;10;4;4;13
equipamento;3;4;4;1;2;11
eleito;2;1;5;1;25;0
eldorado;1;13;0;1;3;0
canal;0;6;6;4;3;15
benjamin;30;2;0;1;0;1
andré;8;17;0;1;9;0
andrea;1;11;0;1;0;0
4a;36;2;0;0;0;0
vencer;6;8;4;4;7;3
vaga;2;5;1;1;13;0
toffoli;2;0;1;6;2;0
souza;2;22;1;0;3;0
ruim;0;1;13;8;7;3
rico;0;2;9;10;1;2
renúncia;2;2;4;3;16;0
pôr;1;3;11;7;5;8
porta_voz;1;2;2;0;1;29
piloto;0;2;3;10;0;3
orçamento;0;1;2;1;8;3
objeto;6;12;4;2;1;2
metade;1;5;7;2;6;1
jinping;0;0;1;0;0;34
irã;0;0;4;3;1;26
fornecer;0;12;2;3;1;6
foguete;0;0;1;0;0;32
estudar;2;1;12;6;5;2
eletrônico;5;1;2;1;3;0
diário;2;7;0;11;8;2
ditadura;4;1;16;2;3;3
deter;9;8;2;2;0;5
daniel;2;17;3;2;3;0
comportamento;1;1;9;3;4;15
bater;1;2;2;15;8;4
advertir;0;0;1;1;2;32
vazamento;6;11;1;2;1;0
tamanho;3;1;1;13;5;6
substituir;10;0;4;0;7;3
rj;7;2;4;0;7;0
retornar;2;2;3;2;10;5
restrição;0;0;1;0;8;6
renunciar;1;5;4;3;13;2
quebrar;1;7;2;5;5;2
publicitário;1;23;4;2;1;0
provocação;2;0;0;2;2;28
prejuízo;12;7;7;2;1;0
poderoso;3;4;3;2;0;20
petrobrás;5;18;0;2;0;0
nomeação;3;1;1;2;4;0
mato;0;10;2;1;0;0
jon_un;0;0;1;0;0;34
governar;3;0;11;4;11;2
glauco;3;0;0;0;0;0
fidel;0;0;1;5;1;0
extremo;2;1;11;10;1;8
estadão;2;2;1;11;9;0
dólar;0;10;2;2;0;3
disparar;2;1;0;2;2;22
diretoria;1;19;0;1;3;0
desvio;11;15;2;0;0;1
descartar;2;1;3;3;10;8
dem;2;2;0;0;29;0
decretar;12;3;3;4;4;1
cumprimento;6;4;2;0;0;0
cooperação;1;6;12;0;0;9
concreto;18;1;6;3;0;0
bairro;0;2;0;1;1;0
avisar;1;14;4;5;2;5
apreender;2;21;0;2;0;0
aliar;0;3;3;0;10;12
soviético;0;0;4;4;0;20
somar;3;8;0;3;3;0
serraglio;0;6;1;1;0;0
salvador;0;13;7;2;8;0
reuters;0;0;1;1;0;25
resumir;3;2;10;4;3;5
resolução;2;1;2;0;3;21
psdb_mg;0;15;0;0;0;0
pr;11;10;1;4;4;0
organizado;1;8;6;1;1;1
melhorar;0;0;5;7;6;6
juntar;3;5;0;5;6;9
islâmico;0;0;3;2;1;28
interlocutor;2;17;2;1;4;0
intercontinental;0;0;0;0;0;35
inglês;0;1;6;3;3;15
impunidade;2;0;18;8;2;0
grau;15;1;10;1;1;1
firmar;5;20;3;0;0;2
expressar;3;1;5;3;4;14
estrangeiro;0;6;9;2;0;9
elogiar;1;0;2;3;8;13
doar;0;15;0;2;3;0
desistir;1;3;0;5;6;6
contribuição;1;8;2;3;6;0
confiar;6;1;10;6;4;4
conclusão;7;3;8;5;3;0
ciência;3;1;19;6;1;2
avançar;2;2;5;2;4;8
alemanha;0;0;14;3;0;9
aborto;0;0;9;2;2;0
tráfico;4;4;2;3;1;0
telefone;2;9;1;7;0;8
tecnologia;0;1;8;4;2;15
suspenso;4;8;1;1;1;2
sugestão;10;5;6;1;6;0
sinal;0;3;6;9;3;9
rodrigues;7;4;1;2;11;0
reino;0;0;0;0;1;31
reeleição;2;8;1;0;22;0
recebimento;9;20;0;0;0;0
publicação;5;7;2;2;3;3
promotor;16;3;4;0;1;0
produção;0;8;4;0;1;5
pressionar;1;10;4;1;2;13
preferir;7;5;0;4;8;5
patrimônio;4;4;2;5;0;0
negro;0;0;10;3;1;3
luís;5;3;0;0;0;0
louco;0;0;7;7;2;11
liminar;13;0;0;0;1;0
lamentar;1;2;2;10;3;2
jantar;0;15;0;2;3;2
inocência;22;2;4;1;1;0
importância;1;1;10;8;4;2
herman;29;1;0;1;0;0
g20;0;0;18;0;2;4
fábio;0;25;0;0;1;0
frase;1;0;3;18;4;2
folha;2;7;0;11;0;0
facilitar;0;11;7;0;6;4
executar;4;5;6;0;2;7
escritório;3;14;1;1;0;2
esclarecimento;8;15;1;0;2;0
enorme;1;0;17;3;1;7
corpo;1;4;3;5;0;0
colaborador;7;20;2;0;0;1
classificar;3;3;9;0;3;9
aplicar;7;3;6;1;6;5
andamento;6;9;0;1;7;0
afetar;1;1;12;5;3;5
trata_se;2;9;3;3;3;7
suspeito;8;9;2;3;0;3
sentir;3;2;4;10;8;2
relacionado;4;10;2;0;2;3
protestar;1;0;1;0;9;1
primo;1;19;0;0;0;0
potência;0;0;1;0;0;31
pentágono;0;0;1;0;0;31
melar;2;15;0;0;4;0
limpo;14;2;2;2;11;0
jungmann;0;1;4;3;6;0
existência;3;11;6;3;0;4
esperança;3;0;11;4;2;7
encerrar;3;1;3;10;1;8
empréstimo;0;18;1;0;0;0
dodge;2;0;0;1;1;0
diminuir;2;0;11;3;2;7
costamarques;3;0;0;0;0;0
contratar;2;9;1;4;1;1
conspiração;1;0;18;1;1;5
bruno;8;2;2;1;2;0
beneficiário;1;23;0;3;3;0
aliança;0;1;2;5;12;6
alexandre;2;4;0;7;1;0
testar;0;0;1;1;0;27
resultar;7;7;3;0;2;3
renato;1;21;2;2;0;0
recusar;7;7;3;1;2;5
recomendar;6;5;1;3;2;0
recado;2;6;0;5;10;5
psd;0;5;0;1;21;0
proteção;1;1;12;4;1;2
presidir;1;5;1;0;7;2
prender;12;3;0;3;1;0
palestra;3;2;1;8;1;0
original;8;4;2;5;6;0
orientar;3;7;3;2;1;3
nomear;2;5;0;6;7;0
nascer;0;1;15;4;5;1
motorista;0;2;2;1;6;0
montar;3;5;2;1;4;4
manobra;1;2;1;5;4;13
madrugada;3;1;1;3;6;1
jeito;2;2;2;19;0;0
jair;0;1;2;4;24;0
itália;1;2;14;1;2;3
interior;3;0;1;5;0;2
infra-estrutura;0;2;3;0;1;6
homologar;4;17;0;0;0;0
gebran;29;1;0;1;0;0
fundamento;17;1;6;0;2;2
favorecer;0;15;4;1;1;2
experiência;0;1;6;14;0;6
ex_executivos;3;22;0;0;0;0
elevado;3;2;3;7;0;5
diplomático;0;0;4;1;0;26
desemprego;0;0;6;6;2;0
desafio;1;2;6;2;3;13
cuba;1;0;3;1;2;2
confronto;1;1;1;0;4;7
comunista;0;2;7;1;3;15
combinar;0;15;3;5;2;0
cerimônia;1;6;4;0;6;10
britânico;0;1;9;2;1;12
braskem;1;29;0;0;0;0
bashar;0;0;0;0;0;32
auxiliar;3;8;2;4;3;0
ausência;8;2;10;1;7;0
assembleia;1;0;0;5;9;7
alterar;7;2;7;2;5;5
adequado;3;3;12;3;5;2
índio;0;0;4;1;0;18
voz;2;0;6;12;1;4
técnica;5;1;7;5;1;2
transparência;1;7;5;1;3;0
tese;15;3;2;3;1;4
terrorista;0;0;2;6;0;17
televisão;1;6;2;7;5;8
sozinho;1;4;6;8;1;8
relativo;9;11;2;0;2;2
pp;0;18;1;1;9;0
posicionar;1;2;7;0;8;9
porta;1;4;2;13;3;1
perspectiva;3;1;16;2;1;5
pequim;0;1;1;1;0;27
particular;5;4;4;1;3;5
ocidente;0;0;5;0;1;24
ocidental;0;0;4;1;0;23
normal;5;5;7;8;4;0
natural;1;1;3;13;1;1
nacala;0;1;1;1;0;0
monica;4;16;1;3;0;0
mau;0;1;7;13;2;2
marca;1;12;2;3;2;1
machado;1;17;0;0;0;0
legado;1;0;14;2;5;2
invadir;2;0;3;3;7;6
imediato;6;0;8;0;5;7
ilegalidade;13;8;1;2;3;0
flagrar;1;11;1;0;0;2
explodir;0;0;3;0;0;23
domiciliar;8;2;1;0;0;0
divisão;0;11;5;2;8;0
distribuir;1;10;0;6;4;1
dezena;4;3;1;1;0;7
despesa;1;9;1;0;3;0
contexto;4;6;5;2;3;4
contestar;14;6;3;1;2;0
complexo;5;1;12;4;0;1
compartilhar;2;3;3;3;1;12
celular;0;12;0;10;1;0
carvalho;2;7;4;9;1;0
bombardeio;0;1;0;0;0;28
bolsa;0;1;1;5;5;0
baseado;4;5;3;1;2;4
alimento;0;1;0;2;0;2
agressão;1;0;2;6;2;13
abin;0;3;3;0;0;0
violento;0;0;7;1;0;0
venezuelano;0;0;5;12;4;0
tratamento;7;4;5;6;2;0
tramitação;7;3;2;0;12;0
teto;0;0;1;2;20;0
telefônico;3;11;1;0;1;6
tcu;7;15;1;0;1;0
tarefa;6;6;8;3;1;1
sul_coreano;0;0;0;0;0;27
rumo;0;1;10;5;2;4
retomar;2;2;3;4;5;2
retaliação;1;0;0;3;8;15
quadro;2;4;10;11;0;0
preocupar;1;1;13;4;3;5
orientação;1;7;1;7;5;0
moscou;0;0;0;1;0;29
leniência;1;25;0;1;1;0
jorge;4;6;2;0;8;0
jaburu;0;21;1;0;1;0
inteiro;1;3;3;15;1;4
impor;3;1;1;3;2;14
habitante;0;0;0;3;3;2
gás;0;7;2;3;1;11
guimarães;7;2;2;1;7;0
físico;2;0;4;4;0;0
figura;1;6;9;5;2;0
fichar;13;0;0;3;13;0
fator;2;1;16;4;2;0
esconder;0;9;1;5;2;3
detalhar;0;22;1;0;3;2
descrever;3;14;4;3;0;3
dem_rj;0;1;0;0;28;0
deflagrar;2;9;2;0;1;0
definitivo;12;5;8;0;3;1
conservador;1;0;12;0;6;3
cogitar;1;5;0;6;8;5
cofre;4;12;2;1;1;0
botar;2;3;3;20;2;0
afastamento;6;1;3;1;1;0
ônibus;0;2;0;0;1;0
ódio;1;0;12;12;1;0
título;4;1;8;6;2;2
turno;0;1;0;1;24;0
soldado;0;0;0;1;1;22
ribeiro;5;11;1;2;3;0
referente;4;11;0;0;0;0
pé;2;0;1;14;5;2
preservar;2;3;9;0;0;3
parlamento;0;0;3;2;9;5
pacote;1;6;1;3;6;5
instrumento;2;3;14;0;3;0
instalar;1;1;3;2;3;7
inocente;10;2;4;2;0;6
influenciar;3;6;10;1;3;1
guardar;4;8;3;2;0;2
fábrica;0;6;3;2;0;1
fiscalização;0;15;2;0;0;0
edição;0;9;1;2;3;1
determinação;4;2;2;1;2;10
delito;9;2;2;2;1;0
câmera;2;5;3;4;1;0
cuidado;1;3;10;3;6;1
consumo;0;0;2;1;0;0
comunicar;2;4;1;6;1;8
colunista;1;2;2;0;1;0
belo;0;5;5;2;2;0
basear;7;4;9;4;0;2
aproveitar;0;0;6;5;7;4
anúncio;1;0;1;2;6;13
amplo;8;0;7;1;3;4
abandonar;1;1;8;3;1;11
áfrica;0;4;2;2;1;9
vontade;1;3;2;11;4;4
violar;5;0;0;3;1;9
trf4;26;1;0;0;0;0
submeter;4;1;1;3;3;2
seguro;0;5;5;6;1;5
rural;0;0;0;2;3;1
psol;3;1;0;0;21;0
propaganda;0;7;1;5;8;2
prioridade;0;1;11;3;3;6
previsão;3;1;0;0;7;2
presa;7;3;1;5;1;0
polêmico;1;1;1;3;15;1
petróleo;0;2;0;0;0;8
parado;3;2;2;8;4;2
objetivo;3;1;3;2;3;11
méxico;0;2;11;2;2;7
motivar;1;4;3;0;2;3
milhar;1;2;0;7;3;7
lidar;0;1;4;6;3;13
licitação;9;11;1;0;2;0
investir;1;3;5;2;0;0
interromper;0;2;1;4;4;7
graça;3;2;3;12;0;3
fraude;10;12;0;0;2;0
durar;3;2;0;8;6;4
disposto;2;2;2;4;3;13
desejar;1;1;11;5;1;8
demanda;0;2;9;2;2;3
deltan;12;1;10;3;1;0
cuidar;2;9;2;4;5;2
crítico;0;2;11;0;7;3
convencer;1;4;2;0;9;5
cláudio;1;19;2;4;0;0
carreira;2;0;4;15;1;0
caravana;2;0;1;1;3;0
aquisição;1;16;0;0;0;0
apresentador;1;0;3;2;9;11
apelo;9;1;2;0;5;6
alteração;7;0;0;0;12;1
zé;7;0;0;15;2;0
vladimir;0;0;1;0;1;25
trânsito;4;1;0;0;1;0
tributário;0;4;1;0;5;0
transporte;1;8;0;0;3;4
tramitar;10;1;3;1;5;0
superar;1;3;5;2;2;2
secreto;0;2;8;3;1;10
satélite;0;0;0;0;0;21
profundo;0;0;14;2;2;4
postar;0;3;1;15;0;3
parceiro;2;2;8;1;2;4
pacto;1;11;3;1;1;4
operar;1;5;3;3;0;3
ogiva;0;0;0;0;0;25
ocupação;1;0;3;2;0;1
natureza;4;2;12;4;0;1
mercadante;6;1;0;0;1;0
item;1;0;0;1;1;0
indenização;18;5;0;0;0;0
impossível;5;2;5;5;4;4
ilha;1;3;1;2;0;16
foco;5;1;2;2;4;0
euro;0;2;0;0;0;1
etapa;9;4;4;0;3;0
estrutura;2;2;8;3;2;1
estrada;0;1;2;2;0;2
errar;4;1;2;12;3;0
emílio;0;22;0;1;0;0
embargo;18;1;0;0;0;3
e_mail;0;23;0;0;0;0
dallagnol;10;0;9;4;2;0
corrêa;4;18;0;0;0;0
confessar;5;12;2;1;0;0
ciar;0;1;3;2;1;10
centena;4;3;0;2;2;7
bombardear;0;0;0;2;0;24
avançado;0;1;11;2;2;7
ator;1;1;5;14;2;1
atibaia;2;2;0;2;0;0
alemão;0;0;12;1;0;7
al_assad;0;0;0;0;0;27
absolvição;19;4;0;0;0;0
1o;9;4;0;1;4;2
índice;0;0;4;1;2;1
vitória;3;0;3;2;12;2
visitar;1;0;2;1;2;10
visar;4;3;1;0;1;5
transação;0;17;0;0;0;3
tranquilo;3;2;1;12;1;0
rex;0;0;0;0;0;26
restringir;3;1;1;1;5;4
restar;1;5;4;2;7;3
reserva;0;6;3;3;2;0
rebater;6;10;1;2;3;2
quilômetro;0;0;2;2;0;16
prestação;2;15;0;0;0;0
premiado;2;11;1;0;2;0
peso;1;3;8;0;1;6
perseguir;6;1;7;1;2;4
padrão;0;2;6;3;0;2
mover;4;3;2;6;1;7
moon;0;0;0;0;0;24
missão;3;5;1;2;1;7
mineiro;1;8;0;3;3;0
maré;0;0;1;3;0;0
inicial;9;13;0;0;0;1
ignorar;2;0;3;6;2;10
honesto;3;0;8;9;0;0
gosto;0;0;2;15;2;0
fenômeno;0;0;10;5;1;3
exato;5;3;3;1;1;3
enfatizar;3;5;0;2;7;5
endereço;3;12;0;1;0;0
empresarial;0;11;6;0;4;0
eliseu;0;4;0;0;15;0
dispor;0;8;5;0;3;7
devolver;4;6;0;0;5;1
demorar;8;1;4;4;2;1
comitê;0;3;1;0;1;8
clima;3;0;9;2;3;2
